settlement_id,payment_id,order_id,gross_amount,fee,tax,refund_amount,settled_amount,settlement_date,utr
stl_000536,pay_000536,order_000536,24198.11,483.96,87.11,0.0,23627.04,2026-08-20,UTR100536
stl_000537,pay_000537,order_000537,9461.49,189.23,34.06,0.0,9238.2,2026-08-15,UTR100537
stl_000538,pay_000538,order_000538,841.01,16.82,3.03,0.0,821.16,2026-08-20,UTR100538
stl_000539,pay_000539,order_000539,3527.92,70.56,12.7,0.0,3444.66,2026-08-14,UTR100539
stl_000540,pay_000540,order_000540,16984.3,339.69,61.14,0.0,16583.47,2026-08-11,UTR100540
stl_000541,pay_000541,order_000541,14821.72,296.43,53.36,0.0,14471.93,2026-08-23,UTR100541
stl_000542,pay_000542,order_000542,23537.15,470.74,84.73,0.0,22981.68,2026-08-06,UTR100542
stl_000543,pay_000543,order_000543,17033.5,340.67,61.32,0.0,16631.51,2026-08-18,UTR100543
stl_000544,pay_000544,order_000544,1113.1,22.26,4.01,0.0,1086.83,2026-08-20,UTR100544
stl_000545,pay_000545,order_000545,8536.15,170.72,30.73,0.0,8334.7,2026-08-22,UTR100545
stl_000546,pay_000546,order_000546,5923.5,118.47,21.32,0.0,5783.71,2026-08-05,UTR100546
stl_000547,pay_000547,order_000547,16067.4,321.35,57.84,0.0,15688.21,2026-08-17,UTR100547
stl_000548,pay_000548,order_000548,22780.0,455.6,82.01,0.0,22242.39,2026-08-12,UTR100548
stl_000549,pay_000549,order_000549,16406.37,328.13,59.06,0.0,16019.18,2026-08-06,UTR100549
stl_000550,pay_000550,order_000550,3924.54,78.49,14.13,0.0,3831.92,2026-08-04,UTR100550
stl_000551,pay_000551,order_000551,7956.93,159.14,28.65,0.0,7769.14,2026-08-18,UTR100551
stl_000552,pay_000552,order_000552,3344.95,66.9,12.04,0.0,3266.01,2026-08-10,UTR100552
stl_000553,pay_000553,order_000553,22237.85,444.76,80.06,0.0,21713.03,2026-08-07,UTR100553
stl_000554,pay_000554,order_000554,10021.82,200.44,36.08,0.0,9785.3,2026-08-14,UTR100554
stl_000555,pay_000555,order_000555,16926.91,338.54,60.94,0.0,16527.43,2026-08-20,UTR100555
stl_000556,pay_000556,order_000556,10768.61,215.37,38.77,0.0,10514.47,2026-08-07,UTR100556
stl_000557,pay_000557,order_000557,22192.64,443.85,79.89,0.0,21668.9,2026-08-23,UTR100557
stl_000558,pay_000558,order_000558,2926.03,58.52,10.53,0.0,2856.98,2026-08-18,UTR100558
stl_000559,pay_000559,order_000559,15583.48,311.67,56.1,0.0,15215.71,2026-08-11,UTR100559
stl_000560,pay_000560,order_000560,1301.55,26.03,4.69,0.0,1270.83,2026-08-14,UTR100560
stl_000561,pay_000561,order_000561,5823.11,116.46,20.96,0.0,5685.69,2026-08-17,UTR100561
stl_000562,pay_000562,order_000562,23788.6,475.77,85.64,0.0,23227.19,2026-08-14,UTR100562
stl_000563,pay_000563,order_000563,2934.19,58.68,10.56,0.0,2864.95,2026-08-14,UTR100563
stl_000564,pay_000564,order_000564,13839.41,276.79,49.82,0.0,13512.8,2026-08-23,UTR100564
stl_000565,pay_000565,order_000565,9287.51,185.75,33.44,0.0,9068.32,2026-08-15,UTR100565
stl_000566,pay_000566,order_000566,7259.1,145.18,26.13,0.0,7087.79,2026-08-06,UTR100566
stl_000567,pay_000567,order_000567,23750.76,475.02,85.5,0.0,23190.24,2026-08-17,UTR100567
stl_000568,pay_000568,order_000568,2746.0,54.92,9.89,0.0,2681.19,2026-08-09,UTR100568
stl_000569,pay_000569,order_000569,16221.76,324.44,58.4,0.0,15838.92,2026-08-22,UTR100569
stl_000570,pay_000570,order_000570,24291.79,485.84,87.45,0.0,23718.5,2026-08-04,UTR100570
stl_000571,pay_000571,order_000571,19776.47,395.53,71.2,0.0,19309.74,2026-08-10,UTR100571
stl_000572,pay_000572,order_000572,24726.11,494.52,89.01,0.0,24142.58,2026-08-21,UTR100572
stl_000573,pay_000573,order_000573,5527.54,110.55,19.9,0.0,5397.09,2026-08-20,UTR100573
stl_000574,pay_000574,order_000574,5575.36,111.51,20.07,0.0,5443.78,2026-08-09,UTR100574
stl_000575,pay_000575,order_000575,20419.8,408.4,73.51,0.0,19937.89,2026-08-10,UTR100575
stl_000576,pay_000576,order_000576,8549.71,170.99,30.78,0.0,8347.94,2026-08-07,UTR100576
stl_000577,pay_000577,order_000577,19821.77,396.44,71.36,0.0,19353.97,2026-08-22,UTR100577
stl_000578,pay_000578,order_000578,569.47,11.39,2.05,0.0,556.03,2026-08-07,UTR100578
stl_000579,pay_000579,order_000579,24694.42,493.89,88.9,0.0,24111.63,2026-08-20,UTR100579
stl_000580,pay_000580,order_000580,6641.03,132.82,23.91,0.0,6484.3,2026-08-08,UTR100580
stl_000581,pay_000581,order_000581,3193.2,63.86,11.49,0.0,3117.85,2026-08-03,UTR100581
stl_000582,pay_000582,order_000582,3729.18,74.58,13.42,0.0,3641.18,2026-08-14,UTR100582
stl_000583,pay_000583,order_000583,19854.62,397.09,71.48,0.0,19386.05,2026-08-10,UTR100583
stl_000584,pay_000584,order_000584,14926.9,298.54,53.74,0.0,14574.62,2026-08-03,UTR100584
stl_000585,pay_000585,order_000585,4769.03,95.38,17.17,0.0,4656.48,2026-08-04,UTR100585
stl_000586,pay_000586,order_000586,3605.58,72.11,12.98,0.0,3520.49,2026-08-16,UTR100586
stl_000587,pay_000587,order_000587,13389.1,267.78,48.2,0.0,13073.12,2026-08-05,UTR100587
stl_000588,pay_000588,order_000588,12168.03,243.36,43.8,0.0,11880.87,2026-08-14,UTR100588
stl_000589,pay_000589,order_000589,13074.33,261.49,47.07,0.0,12765.77,2026-08-06,UTR100589
stl_000590,pay_000590,order_000590,11574.13,231.48,41.67,0.0,11300.98,2026-08-10,UTR100590
stl_000591,pay_000591,order_000591,23662.68,473.25,85.19,0.0,23104.24,2026-08-04,UTR100591
stl_000592,pay_000592,order_000592,18317.45,366.35,65.94,0.0,17885.16,2026-08-19,UTR100592
stl_000593,pay_000593,order_000593,7889.94,157.8,28.4,0.0,7703.74,2026-08-23,UTR100593
stl_000594,pay_000594,order_000594,24118.64,482.37,86.83,0.0,23549.44,2026-08-04,UTR100594
stl_000595,pay_000595,order_000595,24965.38,499.31,89.88,0.0,24376.19,2026-08-15,UTR100595
stl_000596,pay_000596,order_000596,10943.7,218.87,39.4,0.0,10685.43,2026-08-06,UTR100596
stl_000597,pay_000597,order_000597,12511.59,250.23,45.04,0.0,12216.32,2026-08-17,UTR100597
stl_000598,pay_000598,order_000598,2300.52,46.01,8.28,0.0,2246.23,2026-08-05,UTR100598
stl_000599,pay_000599,order_000599,8391.74,167.83,30.21,0.0,8193.7,2026-08-07,UTR100599
stl_000600,pay_000600,order_000600,2109.21,42.18,7.59,0.0,2059.44,2026-08-11,UTR100600
stl_000601,pay_000601,order_000601,15795.78,315.92,56.87,0.0,15422.99,2026-08-21,UTR100601
stl_000602,pay_000602,order_000602,13934.73,278.69,50.16,0.0,13605.88,2026-08-13,UTR100602
stl_000603,pay_000603,order_000603,9832.16,196.64,35.4,0.0,9600.12,2026-08-22,UTR100603
stl_000604,pay_000604,order_000604,13498.64,269.97,48.59,0.0,13180.08,2026-08-17,UTR100604
stl_000605,pay_000605,order_000605,12886.0,257.72,46.39,0.0,12581.89,2026-08-16,UTR100605
stl_000606,pay_000606,order_000606,2929.87,58.6,10.55,0.0,2860.72,2026-08-06,UTR100606
stl_000607,pay_000607,order_000607,21393.42,427.87,77.02,0.0,20888.53,2026-08-23,UTR100607
stl_000608,pay_000608,order_000608,22003.8,440.08,79.21,0.0,21484.51,2026-08-20,UTR100608
stl_000609,pay_000609,order_000609,18160.58,363.21,65.38,0.0,17731.99,2026-08-09,UTR100609
stl_000610,pay_000610,order_000610,11036.71,220.73,39.73,0.0,10776.25,2026-08-10,UTR100610
stl_000611,pay_000611,order_000611,10638.43,212.77,38.3,0.0,10387.36,2026-08-17,UTR100611
stl_000612,pay_000612,order_000612,10268.89,205.38,36.97,0.0,10026.54,2026-08-06,UTR100612
stl_000613,pay_000613,order_000613,8157.43,163.15,29.37,0.0,7964.91,2026-08-13,UTR100613
stl_000614,pay_000614,order_000614,16795.14,335.9,60.46,0.0,16398.78,2026-08-14,UTR100614
stl_000615,pay_000615,order_000615,23863.02,477.26,85.91,0.0,23299.85,2026-08-18,UTR100615
stl_000616,pay_000616,order_000616,2144.77,42.9,7.72,0.0,2094.15,2026-08-05,UTR100616
stl_000617,pay_000617,order_000617,2784.14,55.68,10.02,0.0,2718.44,2026-08-06,UTR100617
stl_000618,pay_000618,order_000618,18742.43,374.85,67.47,0.0,18300.11,2026-08-14,UTR100618
stl_000619,pay_000619,order_000619,20388.35,407.77,73.4,0.0,19907.18,2026-08-20,UTR100619
stl_000620,pay_000620,order_000620,1969.53,39.39,7.09,0.0,1923.05,2026-08-20,UTR100620
stl_000621,pay_000621,order_000621,14261.24,285.22,51.34,0.0,13924.68,2026-08-06,UTR100621
stl_000622,pay_000622,order_000622,10564.81,211.3,38.03,0.0,10315.48,2026-08-16,UTR100622
stl_000623,pay_000623,order_000623,21768.26,435.37,78.37,0.0,21254.52,2026-08-04,UTR100623
stl_000624,pay_000624,order_000624,24225.77,484.52,87.21,0.0,23654.04,2026-08-22,UTR100624
stl_000625,pay_000625,order_000625,8155.0,163.1,29.36,0.0,7962.54,2026-08-06,UTR100625
stl_000626,pay_000626,order_000626,14659.0,293.18,52.77,0.0,14313.05,2026-08-09,UTR100626
stl_000627,pay_000627,order_000627,4290.89,85.82,15.45,0.0,4189.62,2026-08-18,UTR100627
stl_000628,pay_000628,order_000628,5994.0,119.88,21.58,0.0,5852.54,2026-08-06,UTR100628
stl_000629,pay_000629,order_000629,9077.79,181.56,32.68,0.0,8863.55,2026-08-20,UTR100629
stl_000630,pay_000630,order_000630,9505.25,190.1,34.22,0.0,9280.93,2026-08-11,UTR100630
stl_000631,pay_000631,order_000631,14565.45,291.31,52.44,0.0,14221.7,2026-08-16,UTR100631
stl_000632,pay_000632,order_000632,21206.3,424.13,76.34,0.0,20705.83,2026-08-22,UTR100632
stl_000633,pay_000633,order_000633,15532.55,310.65,55.92,0.0,15165.98,2026-08-23,UTR100633
stl_000634,pay_000634,order_000634,14140.12,282.8,50.9,0.0,13806.42,2026-08-22,UTR100634
stl_000635,pay_000635,order_000635,23262.57,465.25,83.74,0.0,22713.58,2026-08-11,UTR100635
stl_000636,pay_000636,order_000636,1209.35,24.19,4.35,0.0,1180.81,2026-08-11,UTR100636
stl_000637,pay_000637,order_000637,17716.12,354.32,63.78,0.0,17298.02,2026-08-12,UTR100637
stl_000638,pay_000638,order_000638,23077.67,461.55,83.08,0.0,22533.04,2026-08-14,UTR100638
stl_000639,pay_000639,order_000639,649.59,12.99,2.34,0.0,634.26,2026-08-07,UTR100639
stl_000640,pay_000640,order_000640,14374.87,287.5,51.75,0.0,14035.62,2026-08-15,UTR100640
stl_000641,pay_000641,order_000641,2204.84,44.1,7.94,0.0,2152.8,2026-08-23,UTR100641
stl_000642,pay_000642,order_000642,24309.35,486.19,87.51,0.0,23735.65,2026-08-05,UTR100642
stl_000643,pay_000643,order_000643,18779.74,375.59,67.61,0.0,18336.54,2026-08-09,UTR100643
stl_000644,pay_000644,order_000644,9716.76,194.34,34.98,0.0,9487.44,2026-08-17,UTR100644
stl_000645,pay_000645,order_000645,8851.95,177.04,31.87,0.0,8643.04,2026-08-14,UTR100645
stl_000646,pay_000646,order_000646,8135.12,162.7,29.29,0.0,7943.13,2026-08-13,UTR100646
stl_000647,pay_000647,order_000647,19532.47,390.65,70.32,0.0,19071.5,2026-08-21,UTR100647
stl_000648,pay_000648,order_000648,15107.48,302.15,54.39,0.0,14750.94,2026-08-04,UTR100648
stl_000649,pay_000649,order_000649,4311.71,86.23,15.52,0.0,4209.96,2026-08-22,UTR100649
stl_000650,pay_000650,order_000650,1719.18,34.38,6.19,0.0,1678.61,2026-08-05,UTR100650
stl_000651,pay_000651,order_000651,7166.52,143.33,25.8,0.0,6997.39,2026-08-16,UTR100651
stl_000652,pay_000652,order_000652,12398.71,247.97,44.63,0.0,12106.11,2026-08-17,UTR100652
stl_000653,pay_000653,order_000653,10647.5,212.95,38.33,0.0,10396.22,2026-08-09,UTR100653
stl_000654,pay_000654,order_000654,18996.11,379.92,68.39,0.0,18547.8,2026-08-06,UTR100654
stl_000655,pay_000655,order_000655,8956.73,179.13,32.24,0.0,8745.36,2026-08-06,UTR100655
stl_000656,pay_000656,order_000656,7439.54,148.79,26.78,0.0,7263.97,2026-08-21,UTR100656
stl_000657,pay_000657,order_000657,12422.5,248.45,44.72,0.0,12129.33,2026-08-12,UTR100657
stl_000658,pay_000658,order_000658,1612.73,32.25,5.8,0.0,1574.68,2026-08-15,UTR100658
stl_000659,pay_000659,order_000659,24618.92,492.38,88.63,0.0,24037.91,2026-08-04,UTR100659
stl_000660,pay_000660,order_000660,688.33,13.77,2.48,0.0,672.08,2026-08-12,UTR100660
stl_000661,pay_000661,order_000661,23660.44,473.21,85.18,0.0,23102.05,2026-08-07,UTR100661
stl_000662,pay_000662,order_000662,19221.94,384.44,69.2,0.0,18768.3,2026-08-12,UTR100662
stl_000663,pay_000663,order_000663,8539.0,170.78,30.74,0.0,8337.48,2026-08-03,UTR100663
stl_000664,pay_000664,order_000664,12685.94,253.72,45.67,0.0,12386.55,2026-08-16,UTR100664
stl_000665,pay_000665,order_000665,4804.52,96.09,17.3,0.0,4691.13,2026-08-15,UTR100665
stl_000666,pay_000666,order_000666,13548.27,270.97,48.77,4064.48,9164.05,2026-08-10,UTR100666
stl_000667,pay_000667,order_000667,12756.43,255.13,45.92,0.0,12455.38,2026-08-14,UTR100667
stl_000668,pay_000667,order_000667,12756.43,255.13,45.92,0.0,12455.38,2026-08-14,UTR100667
stl_000669,pay_000669,order_000669,11187.38,223.75,40.27,0.0,10886.12,2026-08-17,UTR100669
stl_000670,pay_000670,order_000670,21621.7,432.43,77.84,0.0,21111.43,2026-08-21,UTR100670
stl_000671,pay_000671,order_000671,11017.47,220.35,39.66,0.0,10757.46,2026-08-15,UTR100671
stl_000672,pay_000672,order_000672,17882.72,357.65,64.38,0.0,17460.69,2026-08-16,UTR100672
stl_000673,pay_000673,order_000673,7593.12,151.86,27.33,0.0,7413.93,2026-08-15,UTR100673
stl_000674,pay_000674,order_000674,1010.99,20.22,3.64,0.0,987.13,2026-08-13,UTR100674
stl_000675,pay_000675,order_000675,4710.89,94.22,16.96,0.0,4599.71,2026-08-22,UTR100675
stl_000676,pay_000676,order_000676,11772.37,235.45,42.38,0.0,11494.54,2026-08-14,UTR100676
stl_000677,pay_000677,order_000677,2659.18,53.18,9.57,0.0,2596.43,2026-08-06,UTR100677
stl_000678,pay_000678,order_000678,6461.25,129.22,23.26,0.0,6308.77,2026-08-21,UTR100678
stl_000679,pay_000679,order_000679,10311.02,206.22,37.12,0.0,10067.68,2026-08-05,UTR100679
stl_000680,pay_000680,order_000680,10196.28,203.93,36.71,0.0,9955.64,2026-08-12,UTR100680
stl_000681,pay_000681,order_000681,18772.22,375.44,67.58,0.0,18329.2,2026-08-10,UTR100681
stl_000682,pay_000682,order_000682,8660.18,173.2,31.18,0.0,8455.8,2026-08-08,UTR100682
stl_000683,pay_000683,order_000683,2371.29,47.43,8.54,0.0,2315.32,2026-08-23,UTR100683
stl_000684,pay_000684,order_000684,3293.65,65.87,11.86,0.0,3215.92,2026-08-19,UTR100684
stl_000685,pay_000685,order_000685,5250.64,105.01,18.9,0.0,5126.73,2026-08-14,UTR100685
stl_000686,pay_000686,order_000686,9101.94,182.04,32.77,0.0,8887.13,2026-08-23,UTR100686
stl_000687,pay_000687,order_000687,20468.41,409.37,73.69,0.0,19985.35,2026-08-10,UTR100687
stl_000688,pay_000688,order_000688,3018.71,60.37,10.87,0.0,2947.47,2026-08-11,UTR100688
stl_000689,pay_000689,order_000689,5333.16,106.66,19.2,0.0,5207.3,2026-08-22,UTR100689
stl_000690,pay_000690,order_000690,4245.31,84.91,15.28,0.0,4145.12,2026-08-23,UTR100690
stl_000691,pay_000691,order_000691,2346.16,46.92,8.45,0.0,2290.79,2026-08-23,UTR100691
stl_000692,pay_000692,order_000692,12605.87,252.12,45.38,0.0,12308.37,2026-08-21,UTR100692
stl_000693,pay_000693,order_000693,19116.99,382.34,68.82,0.0,18665.83,2026-08-17,UTR100693
stl_000694,pay_000694,order_000694,17187.77,343.76,61.88,0.0,16782.13,2026-08-21,UTR100694
stl_000695,pay_000695,order_000695,16253.3,325.07,58.51,0.0,15869.72,2026-08-22,UTR100695
stl_000696,pay_000696,order_000696,8418.6,168.37,30.31,0.0,8219.92,2026-08-23,UTR100696
stl_000697,pay_000697,order_000697,8245.4,164.91,29.68,0.0,8050.81,2026-08-17,UTR100697
stl_000698,pay_000698,order_000698,2173.01,43.46,7.82,0.0,2121.73,2026-08-17,UTR100698
stl_000699,pay_000699,order_000699,15968.94,319.38,57.49,0.0,15592.07,2026-08-11,UTR100699
stl_000700,pay_000700,order_000700,14989.78,299.8,53.96,0.0,14636.02,2026-08-14,UTR100700
stl_000701,pay_000701,order_000701,12929.75,258.6,46.55,0.0,12624.6,2026-08-12,UTR100701
stl_000702,pay_000702,order_000702,11812.69,236.25,42.52,0.0,11533.92,2026-08-04,UTR100702
stl_000703,pay_000703,order_000703,1893.81,37.88,6.82,0.0,1849.11,2026-08-12,UTR100703
stl_000704,pay_000704,order_000704,2379.91,47.6,8.57,0.0,2323.74,2026-08-05,UTR100704
stl_000705,pay_000705,order_000705,15567.71,311.35,56.04,0.0,15200.32,2026-08-19,UTR100705
stl_000706,pay_000706,order_000706,9919.82,198.4,35.71,0.0,9685.71,2026-08-21,UTR100706
stl_000707,pay_000707,order_000707,14080.75,281.62,50.69,0.0,13748.44,2026-08-04,UTR100707
stl_000708,pay_000708,order_000708,11518.48,230.37,41.47,0.0,11246.64,2026-08-21,UTR100708
stl_000709,pay_000709,order_000709,16470.02,329.4,59.29,0.0,16081.33,2026-08-13,UTR100709
stl_000710,pay_000710,order_000710,15322.64,306.45,55.16,0.0,14961.03,2026-08-19,UTR100710
stl_000711,pay_000711,order_000711,4196.1,83.92,15.11,0.0,4097.07,2026-08-04,UTR100711
stl_000712,pay_000712,order_000712,11537.82,230.76,41.54,0.0,11265.52,2026-08-13,UTR100712
stl_000713,pay_000713,order_000713,24568.45,491.37,88.45,0.0,23988.63,2026-08-05,UTR100713
stl_000714,pay_000714,order_000714,12861.45,257.23,46.3,0.0,12557.92,2026-08-08,UTR100714
stl_000715,pay_000715,order_000715,1458.98,29.18,5.25,0.0,1424.55,2026-08-17,UTR100715
stl_000716,pay_000716,order_000716,24779.16,495.58,89.2,0.0,24194.38,2026-08-19,UTR100716
stl_000717,pay_000717,order_000717,13307.33,266.15,47.91,0.0,12993.27,2026-08-08,UTR100717
stl_000718,pay_000718,order_000718,9415.5,188.31,33.9,0.0,9193.29,2026-08-12,UTR100718
stl_000719,pay_000719,order_000719,9991.71,199.83,35.97,0.0,9755.91,2026-08-13,UTR100719
stl_000720,pay_000720,order_000720,17132.99,342.66,61.68,0.0,16728.65,2026-08-04,UTR100720
stl_000721,pay_000721,order_000721,19836.06,396.72,71.41,0.0,19367.93,2026-08-23,UTR100721
stl_000722,pay_000722,order_000722,8698.91,173.98,31.32,0.0,8493.61,2026-08-13,UTR100722
stl_000723,pay_000723,order_000723,2815.4,56.31,10.14,0.0,2748.95,2026-08-15,UTR100723
stl_000724,pay_000724,order_000724,7461.6,149.23,26.86,0.0,7285.51,2026-08-22,UTR100724
stl_000725,pay_000725,order_000725,21895.35,437.91,78.82,0.0,21378.62,2026-08-13,UTR100725
stl_000726,pay_000726,order_000726,2496.8,49.94,8.99,0.0,2437.87,2026-08-07,UTR100726
stl_000727,pay_000727,order_000727,22960.29,459.21,82.66,0.0,22418.42,2026-08-12,UTR100727
stl_000728,pay_000728,order_000728,24208.56,484.17,87.15,0.0,23637.24,2026-08-15,UTR100728
stl_000729,pay_000729,order_000729,3659.32,73.19,13.17,0.0,3572.96,2026-08-05,UTR100729
stl_000730,pay_000730,order_000730,8084.76,161.7,29.11,0.0,7893.95,2026-08-15,UTR100730
stl_000731,pay_000731,order_000731,16265.58,325.31,58.56,0.0,15881.71,2026-08-13,UTR100731
stl_000732,pay_000732,order_000732,20423.03,408.46,73.52,0.0,19941.05,2026-08-19,UTR100732
stl_000733,pay_000733,order_000733,2789.6,55.79,10.04,0.0,2723.77,2026-08-16,UTR100733
stl_000734,pay_000734,order_000734,12957.97,259.16,46.65,0.0,12652.16,2026-08-03,UTR100734
stl_000735,pay_000735,order_000735,9383.64,187.67,33.78,0.0,9162.19,2026-08-08,UTR100735
stl_000736,pay_000736,order_000736,23803.65,476.07,85.69,0.0,23241.89,2026-08-13,UTR100736
stl_000737,pay_000737,order_000737,23717.87,474.36,85.38,0.0,23158.13,2026-08-18,UTR100737
stl_000738,pay_000738,order_000738,5204.13,104.08,18.73,0.0,5081.32,2026-08-07,UTR100738
stl_000739,pay_000739,order_000739,4296.16,85.92,15.47,0.0,4194.77,2026-08-12,UTR100739
stl_000740,pay_000740,order_000740,21188.5,423.77,76.28,0.0,20688.45,2026-08-06,UTR100740
stl_000741,pay_000741,order_000741,12938.4,258.77,46.58,0.0,12633.05,2026-08-20,UTR100741
stl_000742,pay_000742,order_000742,20960.44,419.21,75.46,0.0,20465.77,2026-08-19,UTR100742
stl_000743,pay_000743,order_000743,1424.81,28.5,5.13,0.0,1391.18,2026-08-13,UTR100743
stl_000744,pay_000744,order_000744,21971.62,439.43,79.1,0.0,21453.09,2026-08-22,UTR100744
stl_000745,pay_000745,order_000745,3710.7,74.21,13.36,0.0,3623.13,2026-08-15,UTR100745
stl_000746,pay_000746,order_000746,4279.19,85.58,15.4,0.0,4178.21,2026-08-08,UTR100746
stl_000747,pay_000747,order_000747,20867.95,417.36,75.12,0.0,20375.47,2026-08-22,UTR100747
stl_000748,pay_000748,order_000748,20321.57,406.43,73.16,0.0,19841.98,2026-08-08,UTR100748
stl_000749,pay_000749,order_000749,18168.98,363.38,65.41,0.0,17740.19,2026-08-04,UTR100749
stl_000750,pay_000750,order_000750,10566.04,211.32,38.04,0.0,10316.68,2026-08-10,UTR100750
stl_000751,pay_000751,order_000751,24254.92,485.1,87.32,0.0,23682.5,2026-08-22,UTR100751
stl_000752,pay_000752,order_000752,7480.73,149.61,26.93,0.0,7304.19,2026-08-17,UTR100752
stl_000753,pay_000753,order_000753,6233.07,124.66,22.44,0.0,6085.97,2026-08-10,UTR100753
stl_000754,pay_000754,order_000754,8081.96,161.64,29.1,0.0,7891.22,2026-08-18,UTR100754
stl_000755,pay_000755,order_000755,22647.37,452.95,81.53,0.0,22112.89,2026-08-09,UTR100755
stl_000756,pay_000756,order_000756,9512.1,190.24,34.24,0.0,9287.62,2026-08-21,UTR100756
stl_000757,pay_000757,order_000757,24618.77,492.38,88.63,0.0,24037.76,2026-08-17,UTR100757
stl_000758,pay_000758,order_000758,19351.24,387.02,69.66,0.0,18894.56,2026-08-15,UTR100758
stl_000759,pay_000759,order_000759,12821.21,256.42,46.16,0.0,12518.63,2026-08-16,UTR100759
stl_000760,pay_000760,order_000760,24173.57,483.47,87.02,0.0,23603.08,2026-08-09,UTR100760
stl_000761,pay_000761,order_000761,20130.85,402.62,72.47,0.0,19655.76,2026-08-07,UTR100761
stl_000762,pay_000762,order_000762,21888.55,437.77,78.8,0.0,21371.98,2026-08-04,UTR100762
stl_000763,pay_000763,order_000763,16208.89,324.18,58.35,0.0,15826.36,2026-08-14,UTR100763
stl_000764,pay_000764,order_000764,14086.25,281.73,50.71,0.0,13753.81,2026-08-06,UTR100764
stl_000765,pay_000765,order_000765,17929.32,358.59,64.55,0.0,17506.18,2026-08-19,UTR100765
stl_000766,pay_000766,order_000766,21353.57,427.07,76.87,0.0,20849.63,2026-08-12,UTR100766
stl_000767,pay_000767,order_000767,2554.94,51.1,9.2,0.0,2494.64,2026-08-08,UTR100767
stl_000768,pay_000768,order_000768,7183.39,143.67,25.86,0.0,7013.86,2026-08-19,UTR100768
stl_000769,pay_000769,order_000769,4110.04,82.2,14.8,0.0,4013.04,2026-08-16,UTR100769
stl_000770,pay_000770,order_000770,2746.98,54.94,9.89,0.0,2682.15,2026-08-10,UTR100770
stl_000771,pay_000771,order_000771,20509.23,410.18,73.83,0.0,20025.22,2026-08-14,UTR100771
stl_000772,pay_000772,order_000772,23296.56,465.93,83.87,0.0,22746.76,2026-08-16,UTR100772
stl_000773,pay_000773,order_000773,1804.79,36.1,6.5,0.0,1762.19,2026-08-19,UTR100773
stl_000774,pay_000774,order_000774,9662.06,193.24,34.78,0.0,9434.04,2026-08-15,UTR100774
stl_000775,pay_000775,order_000775,24865.87,497.32,89.52,0.0,24279.03,2026-08-14,UTR100775
stl_000776,pay_000776,order_000776,6001.2,120.02,21.6,0.0,5859.58,2026-08-13,UTR100776
stl_000777,pay_000777,order_000777,23305.23,466.1,83.9,0.0,22755.23,2026-08-23,UTR100777
stl_000778,pay_000778,order_000778,8714.61,174.29,31.37,0.0,8508.95,2026-08-07,UTR100778
stl_000779,pay_000779,order_000779,3871.19,77.42,13.94,0.0,3779.83,2026-08-12,UTR100779
stl_000780,pay_000780,order_000780,22976.21,459.52,82.71,0.0,22433.98,2026-08-18,UTR100780
stl_000781,pay_000781,order_000781,17553.76,351.08,63.19,0.0,17139.49,2026-08-07,UTR100781
stl_000782,pay_000782,order_000782,19091.61,381.83,68.73,0.0,18641.05,2026-08-18,UTR100782
stl_000783,pay_000783,order_000783,11490.74,229.81,41.37,0.0,11219.56,2026-08-03,UTR100783
stl_000784,pay_000784,order_000784,22693.51,453.87,81.7,0.0,22157.94,2026-08-03,UTR100784
stl_000785,pay_000785,order_000785,6770.14,135.4,24.37,0.0,6610.37,2026-08-07,UTR100785
stl_000786,pay_000786,order_000786,13945.7,278.91,50.2,0.0,13616.59,2026-08-22,UTR100786
stl_000787,pay_000787,order_000787,13430.4,268.61,48.35,0.0,13113.44,2026-08-06,UTR100787
stl_000788,pay_000788,order_000788,19516.23,390.32,70.26,0.0,19055.65,2026-08-10,UTR100788
stl_000789,pay_000789,order_000789,7878.2,157.56,28.36,0.0,7692.28,2026-08-04,UTR100789
stl_000790,pay_000790,order_000790,6341.77,126.84,22.83,0.0,6192.1,2026-08-23,UTR100790
stl_000791,pay_000791,order_000791,19950.53,399.01,71.82,0.0,19479.7,2026-08-17,UTR100791
stl_000792,pay_000792,order_000792,2038.78,40.78,7.34,0.0,1990.66,2026-08-18,UTR100792
stl_000793,pay_000793,order_000793,15120.11,302.4,54.43,0.0,14763.28,2026-08-03,UTR100793
stl_000794,pay_000794,order_000794,15982.9,319.66,57.54,0.0,15605.7,2026-08-21,UTR100794
stl_000795,pay_000795,order_000795,6427.48,128.55,23.14,0.0,6275.79,2026-08-07,UTR100795
stl_000796,pay_000796,order_000796,7636.16,152.72,27.49,0.0,7455.95,2026-08-03,UTR100796
stl_000797,pay_000797,order_000797,15562.83,311.26,56.03,0.0,15195.54,2026-08-10,UTR100797
stl_000798,pay_000798,order_000798,14481.26,289.63,52.13,0.0,14139.5,2026-08-08,UTR100798
stl_000799,pay_000799,order_000799,16777.1,335.54,60.4,0.0,16381.16,2026-08-05,UTR100799
stl_000800,pay_000800,order_000800,13325.37,266.51,47.97,0.0,13010.89,2026-08-14,UTR100800
stl_000801,pay_000801,order_000801,2158.14,43.16,7.77,0.0,2107.21,2026-08-19,UTR100801
stl_000802,pay_000802,order_000802,13830.01,276.6,49.79,0.0,13503.62,2026-08-19,UTR100802
stl_000803,pay_000803,order_000803,14076.72,281.53,50.68,0.0,13744.51,2026-08-15,UTR100803
